country_name,country_code,indicator_code,value,year,region,income_group
Mali,MLI,SE.XPD.TOTL.GD.ZS,3.34,2010,Sub-Saharan Africa,Low income
Mali,MLI,SE.XPD.TOTL.GD.ZS,3.39,2013,Sub-Saharan Africa,Low income
Oman,OMN,SE.PRM.ENRR,51.18,1981,Middle East & North Africa,High income
Oman,OMN,SE.PRM.ENRR,104.55,2011,Middle East & North Africa,High income
Oman,OMN,SE.PRM.ENRR,53.99,1982,Middle East & North Africa,High income
Oman,OMN,SE.PRM.ENRR,91.23,2003,Middle East & North Africa,High income
Oman,OMN,SE.SEC.ENRR,2.12,1977,Middle East & North Africa,High income
Oman,OMN,SE.SEC.ENRR,68.4,1997,Middle East & North Africa,High income
Oman,OMN,SE.SEC.ENRR,0.39,1974,Middle East & North Africa,High income
Oman,OMN,SE.SEC.ENRR,74.74,1999,Middle East & North Africa,High income
Oman,OMN,SE.SEC.ENRR,101.11,2009,Middle East & North Africa,High income
Oman,OMN,SE.SEC.ENRR,83.22,2001,Middle East & North Africa,High income
Oman,OMN,SE.SEC.ENRR,88.4,2006,Middle East & North Africa,High income
Oman,OMN,SE.TER.ENRR,5.12,1993,Middle East & North Africa,High income
Oman,OMN,SE.TER.ENRR,3.26,1989,Middle East & North Africa,High income
Oman,OMN,SE.TER.ENRR,6.28,1995,Middle East & North Africa,High income
Oman,OMN,SE.ADT.LITR.ZS,81.36,2003,Middle East & North Africa,High income
Oman,OMN,SE.XPD.TOTL.GD.ZS,4.03,2004,Middle East & North Africa,High income
Oman,OMN,SE.XPD.TOTL.GD.ZS,3.9,2003,Middle East & North Africa,High income
Oman,OMN,SE.XPD.TOTL.GD.ZS,3.66,1987,Middle East & North Africa,High income
Oman,OMN,SE.XPD.TOTL.GD.ZS,4.01,1999,Middle East & North Africa,High income
Oman,OMN,SE.XPD.TOTL.GD.ZS,4.96,2013,Middle East & North Africa,High income
Oman,OMN,SE.XPD.TOTL.GD.ZS,4.33,2002,Middle East & North Africa,High income
Oman,OMN,SE.XPD.TOTL.GD.ZS,3.36,1997,Middle East & North Africa,High income
Oman,OMN,SE.XPD.TOTL.GD.ZS,2.99,1991,Middle East & North Africa,High income
Oman,OMN,SE.XPD.TOTL.GD.ZS,4.11,1998,Middle East & North Africa,High income
Azerbaijan,AZE,SE.XPD.TOTL.GD.ZS,2.44,2011,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,SE.XPD.TOTL.GD.ZS,4.21,1999,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,SE.XPD.TOTL.GD.ZS,3.5,2001,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,SE.XPD.TOTL.GD.ZS,3.15,2002,Europe & Central Asia,Upper middle income
Burundi,BDI,SE.PRM.ENRR,100.04,2006,Sub-Saharan Africa,Low income
Burundi,BDI,SE.PRM.ENRR,67.33,1990,Sub-Saharan Africa,Low income
Burundi,BDI,SE.PRM.ENRR,64.21,1993,Sub-Saharan Africa,Low income
Burundi,BDI,SE.PRM.ENRR,126.07,2009,Sub-Saharan Africa,Low income
Burundi,BDI,SE.PRM.ENRR,45.35,1984,Sub-Saharan Africa,Low income
Burundi,BDI,SE.PRM.ENRR,65.21,1992,Sub-Saharan Africa,Low income
Burundi,BDI,SE.SEC.ENRR,5.22,1990,Sub-Saharan Africa,Low income
Burundi,BDI,SE.SEC.ENRR,27.9,2012,Sub-Saharan Africa,Low income
Burundi,BDI,SE.SEC.ENRR,1.76,1974,Sub-Saharan Africa,Low income
Burundi,BDI,SE.SEC.ENRR,2.13,1975,Sub-Saharan Africa,Low income
Burundi,BDI,SE.TER.ENRR,0.24,1974,Sub-Saharan Africa,Low income
Burundi,BDI,SE.TER.ENRR,0.74,1988,Sub-Saharan Africa,Low income
Burundi,BDI,SE.TER.ENRR,0.46,1980,Sub-Saharan Africa,Low income
Burundi,BDI,SE.TER.ENRR,0.63,1987,Sub-Saharan Africa,Low income
Burundi,BDI,SE.XPD.TOTL.GD.ZS,3.01,2002,Sub-Saharan Africa,Low income
Burundi,BDI,SE.XPD.TOTL.GD.ZS,2.65,2000,Sub-Saharan Africa,Low income
Burundi,BDI,SE.XPD.TOTL.GD.ZS,3.49,1991,Sub-Saharan Africa,Low income
Burundi,BDI,SE.XPD.TOTL.GD.ZS,5.42,2013,Sub-Saharan Africa,Low income
Albania,ALB,SE.ADT.LITR.ZS,97.25,2012,Europe & Central Asia,Upper middle income
Albania,ALB,SE.XPD.TOTL.GD.ZS,3.26,1994,Europe & Central Asia,Upper middle income
Albania,ALB,SE.XPD.TOTL.GD.ZS,2.98,1996,Europe & Central Asia,Upper middle income
Albania,ALB,SE.XPD.TOTL.GD.ZS,3.38,1999,Europe & Central Asia,Upper middle income
Albania,ALB,SE.XPD.TOTL.GD.ZS,3.24,2005,Europe & Central Asia,Upper middle income
Andorra,AND,SE.SEC.ENRR,25.94,1975,Europe & Central Asia,High income
Andorra,AND,SE.SEC.ENRR,15.37,1971,Europe & Central Asia,High income
Andorra,AND,SE.SEC.ENRR,49.39,1983,Europe & Central Asia,High income
Andorra,AND,SE.XPD.TOTL.GD.ZS,2.07,2007,Europe & Central Asia,High income
United Arab Emirates,ARE,SE.PRM.ENRR,85.68,1975,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,90.14,2000,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,103.16,1996,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,99.66,1997,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,93.91,1979,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,91.59,1980,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,98.02,1978,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,95.01,1976,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,104.96,1995,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,109.39,1990,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,106.71,2014,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.PRM.ENRR,99.11,2003,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.SEC.ENRR,59.28,1988,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.SEC.ENRR,61.71,1987,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.SEC.ENRR,59.76,1989,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.SEC.ENRR,59.42,1983,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.SEC.ENRR,20.44,1975,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.TER.ENRR,7.96,1988,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.TER.ENRR,6.87,1985,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.TER.ENRR,6.44,1992,Middle East & North Africa,High income
United Arab Emirates,ARE,SE.TER.ENRR,8.06,1986,Middle East & North Africa,High income
Aruba,ABW,SE.PRM.ENRR,112.2,1999,Latin America & Caribbean,High income
Aruba,ABW,SE.PRM.ENRR,111.38,2005,Latin America & Caribbean,High income
Aruba,ABW,SE.SEC.ENRR,99.09,2003,Latin America & Caribbean,High income
Aruba,ABW,SE.SEC.ENRR,97.36,2006,Latin America & Caribbean,High income
Aruba,ABW,SE.SEC.ENRR,102.55,2007,Latin America & Caribbean,High income
Aruba,ABW,SE.SEC.ENRR,111.17,2012,Latin America & Caribbean,High income
Aruba,ABW,SE.SEC.ENRR,97.99,2001,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,35.36,2009,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,26.7,2002,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,37.36,2010,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,6.55,2012,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,4.92,2008,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,6.71,2010,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,4.68,2005,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,4.4,1999,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,4.41,2004,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,5.92,2009,Latin America & Caribbean,High income
Benin,BEN,SE.PRM.ENRR,69.44,1995,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,124.35,2013,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,61.28,1988,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,128.98,2015,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,81.2,2000,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,62.29,1987,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,5.17,1972,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,8.24,1975,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,21.61,2000,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,54.17,2013,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,18.7,1985,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,2.06,1996,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,13.42,2012,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,5.78,2005,Sub-Saharan Africa,Low income
Benin,BEN,SE.ADT.LITR.ZS,34.66,2002,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,3.24,2001,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,5.03,2010,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,3.5,2006,Sub-Saharan Africa,Low income
Peru,PER,SE.ADT.LITR.ZS,94.17,2016,Latin America & Caribbean,Upper middle income
Peru,PER,SE.XPD.TOTL.GD.ZS,3.29,2013,Latin America & Caribbean,Upper middle income
Peru,PER,SE.XPD.TOTL.GD.ZS,3.27,1998,Latin America & Caribbean,Upper middle income
Togo,TGO,SE.PRM.ENRR,81.94,1974,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,91.04,1989,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,103.71,1995,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,125.85,2009,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,111.48,2008,Sub-Saharan Africa,Low income
Togo,TGO,SE.SEC.ENRR,29.61,1999,Sub-Saharan Africa,Low income
Togo,TGO,SE.SEC.ENRR,44.03,2007,Sub-Saharan Africa,Low income
Togo,TGO,SE.SEC.ENRR,18.59,1985,Sub-Saharan Africa,Low income
Togo,TGO,SE.SEC.ENRR,42.61,2004,Sub-Saharan Africa,Low income
Togo,TGO,SE.SEC.ENRR,6.95,1971,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,9.13,2010,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,10.16,2011,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,2.9,1992,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,1.77,1982,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,2.88,1995,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,1.13,1976,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,1.6,1980,Sub-Saharan Africa,Low income
Togo,TGO,SE.XPD.TOTL.GD.ZS,3.99,1998,Sub-Saharan Africa,Low income
Belgium,BEL,SE.PRM.ENRR,101.84,2006,Europe & Central Asia,High income
Belgium,BEL,SE.PRM.ENRR,105.8,1979,Europe & Central Asia,High income
Belgium,BEL,SE.PRM.ENRR,101.02,1995,Europe & Central Asia,High income
Belgium,BEL,SE.PRM.ENRR,105.76,1976,Europe & Central Asia,High income
Belgium,BEL,SE.PRM.ENRR,101.09,1989,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,102.3,1988,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,82.47,1976,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,166.81,2015,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,153.78,2001,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,88.48,1979,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,82.19,1972,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,105.7,2009,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,164.81,2014,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,102.88,1990,Europe & Central Asia,High income
Belgium,BEL,SE.SEC.ENRR,82.96,1974,Europe & Central Asia,High income
Belgium,BEL,SE.TER.ENRR,26.34,1982,Europe & Central Asia,High income
Belgium,BEL,SE.TER.ENRR,25.26,1979,Europe & Central Asia,High income
Belgium,BEL,SE.TER.ENRR,73.32,2014,Europe & Central Asia,High income
Belgium,BEL,SE.TER.ENRR,61.4,2005,Europe & Central Asia,High income
Belgium,BEL,SE.TER.ENRR,71.24,2012,Europe & Central Asia,High income
Belgium,BEL,SE.TER.ENRR,17.38,1972,Europe & Central Asia,High income
Belgium,BEL,SE.TER.ENRR,56.7,1999,Europe & Central Asia,High income
Belgium,BEL,SE.XPD.TOTL.GD.ZS,5.35,1979,Europe & Central Asia,High income
Belgium,BEL,SE.XPD.TOTL.GD.ZS,5.88,2003,Europe & Central Asia,High income
Belgium,BEL,SE.XPD.TOTL.GD.ZS,5.28,1982,Europe & Central Asia,High income
Belgium,BEL,SE.XPD.TOTL.GD.ZS,5.78,2005,Europe & Central Asia,High income
Belgium,BEL,SE.XPD.TOTL.GD.ZS,4.27,1988,Europe & Central Asia,High income
Benin,BEN,SE.PRM.ENRR,45.83,1975,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,98.79,2006,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,61.9,1986,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,75.38,1997,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,64.05,1982,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,56.81,2015,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,28.35,2004,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,16.08,1986,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,47.68,2011,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,2.12,1990,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,2.27,1992,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,2.05,1993,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,15.36,2013,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,2.38,1986,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,1.85,1983,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,7.79,2008,Sub-Saharan Africa,Low income
Benin,BEN,SE.ADT.LITR.ZS,27.25,1992,Sub-Saharan Africa,Low income
Benin,BEN,SE.ADT.LITR.ZS,28.7,2006,Sub-Saharan Africa,Low income
Aruba,ABW,SE.SEC.ENRR,95.82,2010,Latin America & Caribbean,High income
Aruba,ABW,SE.SEC.ENRR,95.93,2005,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,6.04,2011,Latin America & Caribbean,High income
Benin,BEN,SE.PRM.ENRR,78.32,1998,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,57.78,1991,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,50.4,1978,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,89.1,2001,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,60.76,1989,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,66.19,1994,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,114.87,2009,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,41.14,1973,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,49.59,1977,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,10.75,1979,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,4.29,1971,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,18.2,1982,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,20.9,1983,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,2.42,1991,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,6.64,2006,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,9.87,2009,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,4.46,2001,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,2.09,1995,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,1.05,1980,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,0.13,1971,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,13.26,2010,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,0.98,1977,Sub-Saharan Africa,Low income
Benin,BEN,SE.ADT.LITR.ZS,32.95,2012,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,3.12,2003,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,3.51,2004,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,4.22,2009,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,2.95,2002,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,2.74,1998,Sub-Saharan Africa,Low income
Peru,PER,SE.PRM.ENRR,113.23,1977,Latin America & Caribbean,Upper middle income
Peru,PER,SE.PRM.ENRR,108.23,1973,Latin America & Caribbean,Upper middle income
Peru,PER,SE.PRM.ENRR,111.41,1975,Latin America & Caribbean,Upper middle income
Peru,PER,SE.PRM.ENRR,103.11,2013,Latin America & Caribbean,Upper middle income
Peru,PER,SE.PRM.ENRR,105.34,1971,Latin America & Caribbean,Upper middle income
Peru,PER,SE.PRM.ENRR,117.47,2005,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,69.6,1995,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,93.4,2009,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,84.7,2000,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,39.93,1972,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,71.91,1996,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,59.68,1983,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,97.9,2013,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,63.41,1986,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,64.42,1987,Latin America & Caribbean,Upper middle income
Peru,PER,SE.SEC.ENRR,82.38,1999,Latin America & Caribbean,Upper middle income
Peru,PER,SE.TER.ENRR,17.33,1980,Latin America & Caribbean,Upper middle income
Peru,PER,SE.TER.ENRR,13.11,1975,Latin America & Caribbean,Upper middle income
Peru,PER,SE.TER.ENRR,16.03,1979,Latin America & Caribbean,Upper middle income
Peru,PER,SE.TER.ENRR,31.59,2002,Latin America & Caribbean,Upper middle income
Peru,PER,SE.ADT.LITR.ZS,87.67,2004,Latin America & Caribbean,Upper middle income
Peru,PER,SE.ADT.LITR.ZS,89.59,2007,Latin America & Caribbean,Upper middle income
Peru,PER,SE.XPD.TOTL.GD.ZS,2.94,2003,Latin America & Caribbean,Upper middle income
Peru,PER,SE.XPD.TOTL.GD.ZS,3.39,1973,Latin America & Caribbean,Upper middle income
Peru,PER,SE.XPD.TOTL.GD.ZS,2.84,2005,Latin America & Caribbean,Upper middle income
Peru,PER,SE.XPD.TOTL.GD.ZS,2.87,2008,Latin America & Caribbean,Upper middle income
Peru,PER,SE.XPD.TOTL.GD.ZS,2.66,2006,Latin America & Caribbean,Upper middle income
Togo,TGO,SE.PRM.ENRR,87.44,1984,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,98.04,1991,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,113.47,1998,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,107.84,1980,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,92.45,1994,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,114.58,2003,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,72.36,1972,Sub-Saharan Africa,Low income
Togo,TGO,SE.PRM.ENRR,87.41,1987,Sub-Saharan Africa,Low income
Togo,TGO,SE.SEC.ENRR,19.93,1994,Sub-Saharan Africa,Low income
Togo,TGO,SE.SEC.ENRR,34.86,2001,Sub-Saharan Africa,Low income
Togo,TGO,SE.SEC.ENRR,10.91,1974,Sub-Saharan Africa,Low income
Togo,TGO,SE.SEC.ENRR,47.01,2006,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,2.9,1996,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,2.31,1988,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,10.12,2014,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,10.68,2013,Sub-Saharan Africa,Low income
Togo,TGO,SE.TER.ENRR,0.8,1975,Sub-Saharan Africa,Low income
Togo,TGO,SE.ADT.LITR.ZS,57.09,2009,Sub-Saharan Africa,Low income
Togo,TGO,SE.ADT.LITR.ZS,56.89,2006,Sub-Saharan Africa,Low income
Togo,TGO,SE.XPD.TOTL.GD.ZS,4.19,2001,Sub-Saharan Africa,Low income
Togo,TGO,SE.XPD.TOTL.GD.ZS,2.11,1970,Sub-Saharan Africa,Low income
Togo,TGO,SE.XPD.TOTL.GD.ZS,5.87,1981,Sub-Saharan Africa,Low income
Togo,TGO,SE.XPD.TOTL.GD.ZS,4.72,1987,Sub-Saharan Africa,Low income
Togo,TGO,SE.XPD.TOTL.GD.ZS,4.87,2014,Sub-Saharan Africa,Low income
Togo,TGO,SE.XPD.TOTL.GD.ZS,4.01,2002,Sub-Saharan Africa,Low income
Togo,TGO,SE.XPD.TOTL.GD.ZS,5.22,2015,Sub-Saharan Africa,Low income
Chile,CHL,SE.PRM.ENRR,106.28,1988,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,108.11,2002,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,108.76,2008,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,123.66,1975,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,128.84,1971,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,107.4,1990,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,108.99,2006,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,80.26,1997,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,117.89,1979,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,109.71,1984,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,108.37,1999,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,81.2,1998,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,80.02,1989,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,93.79,2011,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,74.74,1985,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,64.15,1981,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,95.37,2004,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,97.66,2007,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,44.76,2004,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,14.61,1975,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,14.86,1983,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,61.87,2009,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,30.44,1996,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,37.31,1999,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,11.16,1971,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,8.98,1970,Latin America & Caribbean,High income
Chile,CHL,SE.ADT.LITR.ZS,98.55,2009,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.49,2004,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.23,2005,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,2.36,1990,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.91,1974,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,4.42,1980,Latin America & Caribbean,High income
China,CHN,SE.PRM.ENRR,119.85,1993,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,112.77,1981,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,113.38,1984,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,110.09,2012,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,110.72,1979,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,94.3,2015,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,33.09,1986,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,60.8,2002,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,61.26,1999,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,37.99,1971,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,31.45,1985,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,68.45,2006,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,58.39,1997,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,0.99,1979,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,24.87,2011,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,22.52,2009,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,5.0,1996,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,20.94,2008,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,30.16,2013,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,9.95,2001,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,27.18,2012,East Asia & Pacific,Upper middle income
China,CHN,SE.ADT.LITR.ZS,95.12,2010,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.85,1996,East Asia & Pacific,Upper middle income
